SMILES,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
[NH3+][C@@H](C(=O)[N-][C@@H]1C(=O)N2C(C(=O)[O-])=C(Cl)CC[C@H]12)c1ccccc1,"5284585",470,Done,1.65,-3.07609,"5edu_chain-A_Grid",-4.91129,-0.614726,-0.274974,-0,-2.50798,-26.4468,-4.40595,0.469618,0,-40.6903,-30.8527,4.53788
N[C@@H](C(=O)[N-][C@@H]1C(=O)N2C(C(=O)[O-])=C(Cl)CC[C@H]12)c1ccccc1,"5284585",471,Done,1.55,-0.300402,"5edu_chain-A_Grid",-4.0321,-0.469547,-0.471572,-0,-1.36605,-25.9811,-5.85308,0.47204,-0.0199504,-39.3634,-31.8342,3.35668
C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,"71731823",472,Done,0.82,-4.03976,"5edu_chain-A_Grid",-4.04226,-1.32176,-0.228645,-0,-0.766463,-31.8343,-0.627676,0,-0.0395211,-39.6061,-32.462,0
CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,"9831643",515,Done,10.22,-3.01235,"5edu_chain-A_Grid",-3.01245,-1.35232,0,-0,0.198742,-31.7266,-3.84699,0.304498,0,-39.0253,-35.5736,8.04568
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,"471161",516,Done,3.74,-4.47472,"5edu_chain-A_Grid",-4.63562,-0.661406,-0.235212,-0,-0.926575,-19.7163,-14.8453,0.410212,-0.0100334,-44.0328,-34.5615,3.40979
CC(C)Nc1[nH+]c2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,"471161",517,Done,5.45,-3.59086,"5edu_chain-A_Grid",-4.59606,-0.160109,-0.199982,-0,-0.861612,-18.1348,-18.0313,0.408252,-0.171172,-48.1051,-36.1661,2.58113
CC(C)/N=c1\[nH]c2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,"471161",518,Done,3.46,-3.03461,"5edu_chain-A_Grid",-4.75791,-1.5041,0,-0,-0.843856,-29.28,-9.04106,0.410212,0,-47.285,-38.3211,4.15263
CC(C)[N-]c1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,"471161",519,Done,3.66,1.42487,"5edu_chain-A_Grid",-4.42073,-0.989725,0,-0,-0.850728,-26.6493,-11.0667,0.412186,0,-45.4957,-37.716,7.20292
Cn1cc2c3c(cccc31)[C@H]1C[C@@H](CNC(=O)OCc3ccccc3)C[N@@H+](C)[C@@H]1C2,"28693",520,Done,2.47,-3.99195,"5edu_chain-A_Grid",-4.26475,-1.05404,-0.19631,-0,-0.764155,-25.2749,-10.3546,0.600218,-0.0335303,-46.494,-35.6295,3.02904
Cn1cc2c3c(cccc31)[C@H]1C[C@@H](CNC(=O)OCc3ccccc3)C[N@H+](C)[C@@H]1C2,"28693",521,Done,2.31,-4.59563,"5edu_chain-A_Grid",-4.86843,-1.40641,-0.32,-0,-1.26075,-29.7396,-6.43674,0.600218,-0.0289991,-48.0494,-36.1763,3.15767
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,"28693",522,Done,1.7,-2.50444,"5edu_chain-A_Grid",-3.09514,-0.847693,-0.191131,-0,-0.702918,-27.6126,-3.83793,0.602922,0,-38.1033,-31.4505,0.880313
CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,"65906",523,Done,2.32,-4.11503,"5edu_chain-A_Grid",-4.34883,-2.06803,-0.32,-0,0.314178,-29.9105,-8.5088,0.531915,-0.035052,-46.8729,-38.4193,0.580059
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,"65906",524,Done,2.87,-4.04928,"5edu_chain-A_Grid",-4.79768,-2.25709,-0.0703938,-0,-0.652941,-37.7369,-2.46263,0.531915,-0.0929318,-49.4068,-40.1996,6.11257
CN(c1nc(=O)cc[nH]1)C1CCN(c2[nH+]c3ccccc3n2Cc2ccc(F)cc2)CC1,"65906",525,Done,2.38,-1.91008,"5edu_chain-A_Grid",-4.10808,-0.749475,-0.222386,-0,0.28947,-27.3752,-17.0165,0.529676,-0.0341403,-52.1761,-44.3917,3.01092
CN(c1nccc([O-])n1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,"65906",526,Done,3.13,-1.33862,"5edu_chain-A_Grid",-3.79962,-1.92657,-0.115024,-0,0.0483538,-33.3395,-4.4904,0.534169,-1.12352e-05,-44.6657,-37.8299,2.69733
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[NH+](C)C,"118607832",527,Done,7.42,-3.83285,"5edu_chain-A_Grid",-3.85725,-1.0016,-0.2,-0,1.48296e-05,-39.4878,-7.59194,0.563462,-0.105937,-54.3466,-47.0798,10.5736
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,"118607832",528,Done,11.17,-2.39082,"5edu_chain-A_Grid",-4.29902,-1.01772,-0.310128,-0,7.84266e-07,-46.4991,-7.1657,0.566491,-0.137855,-61.4812,-53.6648,11.4828
COc1c(N2C[C@@H]3CCC[NH2+][C@@H]3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,"152946",529,Done,2.27,-3.17266,"5edu_chain-A_Grid",-3.18876,-0.636989,-0.143037,-0,-0.672059,-21.8728,-5.7747,0.24343,-0.0202594,-34.8935,-27.6475,1.56779
COc1c(N2C[C@@H]3CCC[NH2+][C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,"152946",530,Done,2.55,-2.1508,"5edu_chain-A_Grid",-4.5867,-1.34113,-0.277785,-0,-1.01252,-24.3169,-6.95843,0.363499,-0.0591491,-40.4898,-31.2754,2.77267
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,"152946",531,Done,1.82,-0.616611,"5edu_chain-A_Grid",-3.32001,-1.32127,-0.0798908,-0,-0.678931,-27.4231,-0.755291,0.244534,0,-31.848,-28.1784,5.92735
C[C@@H]1C/C=C\C=C\C=C\C=C\[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C\C(=O)O1)C[C@H](O)[C@H]2C(=O)[O-],"5284447",532,Done,7.56,-3.76928,"5edu_chain-A_Grid",-3.97478,-0.329533,-0.134536,-0,-0.105903,-24.0074,-15.059,0.0961232,-0.0417147,-50.018,-39.0664,4.60788
C[C@@H]1C/C=C\C=C\C=C\C=C\[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C\C(=O)O1)C[C@H](O)[C@H]2C(=O)[O-],"5284447",533,Done,3.42,-2.42194,"5edu_chain-A_Grid",-3.14934,-0.580594,0,-0,-0.0813296,-29.2897,-7.43576,0.0963958,-0.00396382,-41.3911,-36.7254,5.1301
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)C[N@@H+](C)[C@@H]1Cc1cn(C)c3cccc2c13,"34040",534,Done,1.88,-3.64039,"5edu_chain-A_Grid",-4.01409,-1.37743,0,-0,-0.332822,-32.6132,-5.93599,0.25867,-0.0414399,-47.582,-38.5492,3.21842
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)C[N@H+](C)[C@@H]1Cc1cn(C)c3cccc2c13,"34040",535,Done,2.13,-3.28592,"5edu_chain-A_Grid",-3.65962,-1.42145,0,-0,-0.335291,-31.2736,-3.98574,0.25867,0,-42.528,-35.2593,3.30534
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,"34040",536,Done,1.54,-3.11599,"5edu_chain-A_Grid",-3.56599,-1.41432,-0.0346999,-0,-0.300225,-30.0799,-3.73249,0.259655,-0.0125253,-40.3102,-33.8124,2.24327
NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCC[NH2+]C4)cc3)nc12,"24958200",537,Done,2.02,-4.91178,"5edu_chain-A_Grid",-4.91408,-0.742601,-0.2,-0,-1.72693,-25.8352,-8.09722,0.361797,-0.1,-47.1054,-33.9325,1.35421
CC[NH+](CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,"4634",539,Done,8.41,-4.20727,"5edu_chain-A_Grid",-4.38957,-1.50741,-0.223681,-0,-1.08114,-26.0068,-9.12964,1.19245,-0.1,-44.4663,-35.1364,7.44883
CC[NH+](CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,"4634",540,Done,7.79,-4.13277,"5edu_chain-A_Grid",-4.31507,-1.39134,-0.2,-0,-1.13981,-25.8344,-9.23099,1.19245,-0.1,-44.855,-35.0654,4.61937
CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,"4634",541,Done,7.39,-3.03401,"5edu_chain-A_Grid",-3.82121,-2.04778,0,-0,-1.12036,-27.2321,-3.20265,1.19845,-0.00950976,-35.9744,-30.4348,3.12652
CCN(CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,"4634",542,Done,8.01,-3.06068,"5edu_chain-A_Grid",-3.84788,-1.28763,-0.268598,-0,-1.17242,-29.8734,-5.49337,1.19845,0,-40.7111,-35.3667,6.17244
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CC[NH2+]CC4)cn3)nc2n(C2CCCC2)c1=O,"5330286",543,Done,4.27,-3.97582,"5edu_chain-A_Grid",-4.00052,-1.29194,0,-0,-0.938803,-34.7802,-2.7374,0.398305,-0.0184707,-46.7443,-37.5175,0.741704
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,"5330286",544,Done,3.86,-1.73134,"5edu_chain-A_Grid",-3.69574,-1.50466,0,-0,-0.408288,-36.3613,-2.32067,0.399937,-0.0165673,-45.6147,-38.682,1.63528
Cc1[nH]c2ccccc2c1CC[NH2+]Cc1ccc(/C=C/C(=O)NO)cc1,"6918837",545,Done,4.52,-9.61581,"5edu_chain-A_Grid",-9.74481,-1.60512,-0.608,-2.3,-1.16993,-34.6784,-22.1683,1.2417,-0.244301,-96.3834,-56.8467,8.04886
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,"6918837",546,Done,4.09,-7.77485,"5edu_chain-A_Grid",-9.13365,-1.76096,-0.740219,-2.3,-1.15989,-33.7249,-16.8961,1.24808,-0.2,-82.275,-50.621,5.99736
Cc1[nH]c2ccccc2c1CC[NH2+]Cc1ccc(/C=C/C(=O)N[O-])cc1,"6918837",547,Done,4.29,-8.7833,"5edu_chain-A_Grid",-8.8961,-1.2532,-0.582521,-1.7729,-1.17209,-19.9973,-26.3677,1.09207,-0.252451,-99.4871,-46.3649,5.74298
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)N[O-])cc1,"6918837",548,Done,3.89,-7.94225,"5edu_chain-A_Grid",-9.01375,-1.28258,-0.703615,-1.77625,-1.17813,-21.6528,-25.2734,1.09769,-0.297213,-98.6538,-46.9263,5.21052
COc1ccnc(C[S@@](=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,"4679",549,Done,2.92,-4.64616,"5edu_chain-A_Grid",-5.20856,-2.00731,-0.0619491,-0,-0.648591,-33.8715,-7.327,0.528843,-0.226921,-53.509,-41.1985,3.94727
COc1ccnc(C[S@](=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,"4679",550,Done,3.07,-4.61633,"5edu_chain-A_Grid",-5.17873,-1.69272,-0.32,-0,-0.7233,-30.8399,-7.95535,0.528843,-0.23626,-48.1512,-38.7952,8.26736
COc1ccnc(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,"4679",551,Done,2.55,-3.07211,"5edu_chain-A_Grid",-3.65281,-1.6813,-0.141216,-0,-0.300502,-30.7978,-2.12498,0.528843,-0.2,-38.3805,-32.9228,2.87078
COc1ccnc(C[S@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,"4679",552,Done,2.66,-4.91666,"5edu_chain-A_Grid",-5.49736,-1.12033,-0.32,-1.29042,-0.848821,-28.2176,-5.74976,0.528843,-0.17328,-41.8446,-33.9674,9.56123
COc1cc[nH+]c(C[S@@](=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,"4679",553,Done,3.28,-3.49356,"5edu_chain-A_Grid",-4.72316,-1.37836,-0.0999644,-0,-0.757352,-26.1322,-9.84642,0.526358,-0.230267,-44.8159,-35.9787,8.43727
COc1cc[nH+]c(C[S@](=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,"4679",554,Done,2.99,-4.0805,"5edu_chain-A_Grid",-5.3101,-1.69973,-0.32,-0,-0.680935,-28.0324,-9.94538,0.526358,-0.242368,-50.6523,-37.9778,4.60883
COc1cc[nH+]c(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,"4679",555,Done,2.52,-3.76079,"5edu_chain-A_Grid",-5.10459,-1.61509,-0.462195,-0,-0.879786,-31.8923,-5.74645,0.526358,-0.21729,-47.2785,-37.6388,6.68636
COc1cc[nH+]c(C[S@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,"4679",556,Done,2.84,-2.41674,"5edu_chain-A_Grid",-3.76054,-1.17361,-0.248992,-0,-1.05344,-29.8947,-1.9233,0.526358,-0.0276339,-40.7705,-31.818,0.439698
COc1ccnc(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[n-]2)c1OC,"4679",557,Done,2.37,-3.05925,"5edu_chain-A_Grid",-6.01265,-1.14402,-0.32,-1.61219,-0.960627,-28.9916,-5.92131,0.531345,-0.169392,-44.8306,-34.9129,7.81929
COc1ccnc(C[S@](=O)c2nc3ccc(OC(F)F)cc3[n-]2)c1OC,"4679",558,Done,2.35,-2.8787,"5edu_chain-A_Grid",-5.8321,-0.877038,-0.32,-1.80673,-0.984079,-23.3941,-6.95039,0.531345,-0.163337,-40.9767,-30.3445,6.48338
COc1cc[nH+]c(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[n-]2)c1OC,"4679",559,Done,3.22,-2.47631,"5edu_chain-A_Grid",-6.19041,-0.883864,-0.32,-1.89469,-0.973898,-22.2237,-9.01796,0.528843,-0.182916,-43.7933,-31.2416,7.12578
COc1cc[nH+]c(C[S@](=O)c2nc3ccc(OC(F)F)cc3[n-]2)c1OC,"4679",560,Done,3.12,-2.10997,"5edu_chain-A_Grid",-5.82407,-0.816366,-0.32,-1.37062,-0.978197,-22.5717,-10.0345,0.528843,-0.233974,-45.4162,-32.6062,6.40245
Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1,"43815",561,Done,1.8,-7.16592,"5edu_chain-A_Grid",-7.17062,-1.50652,-0.412432,-2.3,-1.32181,-20.9818,-7.80003,0.689248,-0.1,-43.0602,-28.7818,6.10385
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,"86705695",562,Done,3.22,-3.94125,"5edu_chain-A_Grid",-3.96245,-1.32804,-0.32,-0,-0.193567,-33.8007,-3.97947,0.256629,-0.0905176,-44.0665,-37.7802,5.73488
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(C[NH+]4CCOCC4)cc3c21,"86705695",563,Done,3.2,-2.45203,"5edu_chain-A_Grid",-4.48983,-1.44061,0,-0,-0.932554,-33.4817,-4.53394,0.255661,-0.0181523,-48.534,-38.0157,3.66335
CC(C)(C)[NH2+]C[C@H](O)COc1ccccc1C1CCCC1,"37464",564,Done,8.34,-2.88088,"5edu_chain-A_Grid",-2.88488,-1.18303,-0.227098,-0,-1.52354,-19.4989,-9.5872,2.56181,-0.1,-32.6718,-29.0861,9.74305
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,"25151352",565,Done,3.02,-4.85451,"5edu_chain-A_Grid",-4.89981,-1.75798,-0.32,-0,-0.776938,-34.9566,-5.56581,0.566211,-0.0284015,-50.9098,-40.5224,4.11634
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)c[nH+]2)cn1,"25151352",566,Done,2.31,-3.53422,"5edu_chain-A_Grid",-5.08052,-1.60039,-0.16,-0,-0.485373,-31.2673,-9.92552,0.563751,-0.346316,-53.6667,-41.1928,0.942031
CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,"129073603",568,Done,7.84,-4.46787,"5edu_chain-A_Grid",-4.60457,-1.16339,-0.427063,-0,-0.594672,-31.4034,-8.85999,0.579728,-0.1,-51.5377,-40.2634,2.40443
CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,"129073603",569,Done,2.53,-3.46,"5edu_chain-A_Grid",-3.5967,-1.08533,-0.32,-0,-0.26817,-36.2364,-4.40587,0.579728,-0.0302336,-46.8239,-40.6423,5.63058
CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@@H](c2nc(C)cc(Nc3cc(C)n[nH]3)n2)CC1,"129073603",570,Done,6.87,-3.84519,"5edu_chain-A_Grid",-4.78389,-1.35739,-0.386558,-0,0.000526798,-33.3603,-12.1513,0.579728,-0.129489,-59.9279,-45.5116,2.9548
CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)n[nH]3)n2)CC1,"129073603",571,Done,3.3,-1.99685,"5edu_chain-A_Grid",-2.93555,-0.838837,-0.367805,-0,1.08191,-36.0189,-9.33872,0.579728,-0.188801,-46.7268,-45.3576,6.71069
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,"4891",572,Done,1.47,-4.90307,"5edu_chain-A_Grid",-4.90307,-2.04563,-0.128884,-0,-1.53738,-30.3301,-0.366672,0.380322,0,-38.4149,-30.6967,1.81856
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,"4891",573,Done,1.43,-4.54566,"5edu_chain-A_Grid",-4.54566,-1.01099,-0.32,-0,-1.89822,-26.1252,-2.60339,0.380322,0,-36.535,-28.7286,1.46651
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,"456199",574,Done,5.09,-4.62948,"5edu_chain-A_Grid",-4.62948,-1.02335,0,-0,-0.958174,-33.1232,-7.08028,0.59397,-0.523722,-53.097,-40.2035,1.56662
COc1cc(N[C@H](C)CCC[NH3+])c2ncccc2c1,"4908",575,Done,5.03,-4.8481,"5edu_chain-A_Grid",-4.8487,-1.35934,-0.2,-0,-1.82118,-25.202,-7.62908,1.04455,-0.108276,-45.1117,-32.8311,3.73303
COc1cc(N[C@@H](C)CCC[NH3+])c2ncccc2c1,"4908",576,Done,4.31,-4.31179,"5edu_chain-A_Grid",-4.31239,-1.03889,-0.2,-0,-1.80892,-22.4506,-7.23725,1.04455,-0.101013,-38.4789,-29.6879,6.00864
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,"121304016",577,Done,14.91,-4.91331,"5edu_chain-A_Grid",-4.94951,-1.02599,-0.221336,-0,-0.401504,-38.2508,-12.6783,0.517858,-0.00425277,-62.0307,-50.9292,8.76272
CCC(CC)COC(=O)[C@H](C)[N-][P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,"121304016",578,Done,16.21,-3.2919,"5edu_chain-A_Grid",-4.9712,-0.971383,-0.266924,-0,-0.326479,-38.2556,-13.3462,0.520641,-0.0123369,-64.2822,-51.6018,4.27366
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC[NH2+]CC4)cn3)nc2n1C1CCCC1,"44631912",579,Done,4.14,-3.16487,"5edu_chain-A_Grid",-3.18977,-0.545192,0,-0,-0.630493,-27.963,-7.36935,0.525178,-0.0357116,-40.0819,-35.3323,7.30129
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,"44631912",580,Done,3.81,-0.756676,"5edu_chain-A_Grid",-2.72128,-0.503699,-0.164523,-0,-0.653312,-26.7401,-3.57014,0.527389,-0.054605,-34.4406,-30.3103,2.85895
Nc1nc2ccc(OC(F)(F)F)cc2s1,"5070",598,Done,1.31,-4.51869,"5edu_chain-A_Grid",-4.52019,-1.10444,-0.268126,-0,-1.91144,-22.7257,-2.50483,0.313022,-0.0371902,-31.5336,-25.2306,0.0798626
[NH3+][C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,"51049968",599,Done,2.44,-4.91949,"5edu_chain-A_Grid",-5.06089,-0.854967,-0.620877,-0,-0.309061,-36.3035,-11.4208,0.359885,-0.107578,-61.3843,-47.7242,5.8915
N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,"51049968",600,Done,2.41,-3.20715,"5edu_chain-A_Grid",-4.13135,-1.66752,0,-0,-0.392082,-44.7016,-1.11637,0.361136,-0.030347,-57.1539,-45.818,0.788554
[NH3+][C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[n-]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,"51049968",601,Done,2.75,-0.230216,"5edu_chain-A_Grid",-4.26862,-0.723611,-0.281579,-0,-0.287577,-33.0473,-10.6681,0.361136,-0.0844137,-58.1137,-43.7153,3.35683
N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[n-]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,"51049968",602,Done,2.03,0.281428,"5edu_chain-A_Grid",-4.53977,-1.47807,-0.174124,-0,-0.46711,-40.954,-4.48229,0.362394,-0.062822,-57.55,-45.4363,2.05927
Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,"5073",603,Done,1.75,-3.90572,"5edu_chain-A_Grid",-4.03982,-1.54142,0,-0,-0.781202,-27.9426,-5.08286,0.465613,-0.0232523,-41.7561,-33.0255,2.08269
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,"5073",604,Done,2.18,-3.3449,"5edu_chain-A_Grid",-4.2911,-1.35684,-0.148958,-0,-0.896809,-31.5163,-4.72102,0.467678,-0.0722089,-43.0823,-36.2374,4.83696
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,"25126798",605,Done,2.06,-5.95361,"5edu_chain-A_Grid",-5.95371,-1.72392,-0.398983,-0,-1.50357,-27.0944,-9.48523,0.59038,-0.140109,-50.2847,-36.5796,1.98768
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,"71481097",606,Done,1.41,-2.9437,"5edu_chain-A_Grid",-2.968,-0.687818,0,-0,-0.65783,-27.7753,-4.58813,0.508614,-0.0539858,-34.5116,-32.3634,6.42203
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N[N-]c1cnccn1,"71481097",607,Done,1.46,-2.04167,"5edu_chain-A_Grid",-3.95437,-0.626281,-0.32,-0,-1.20268,-31.523,-4.65575,0.51072,-0.041612,-42.9412,-36.1787,5.51961
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)[NH2+]CCOc1ccccc1OCC(F)(F)F,"5312125",608,Done,14.57,-7.65225,"5edu_chain-A_Grid",-7.71905,-1.8082,-0.496007,-2.3,-0.0235743,-29.3272,-17.4178,0.992544,-0.00477908,-63.8025,-46.745,13.1526
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,"5312125",609,Done,15.04,-5.01803,"5edu_chain-A_Grid",-6.34513,-1.02269,-0.515051,-1.98751,-0.0304467,-33.2411,-13.5611,0.996246,-0.0894639,-55.9904,-46.8022,19.0639
O=C(O[C@H]1C[N@H+]2CC[C@@H]1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,"154059",611,Done,2.13,-4.80985,"5edu_chain-A_Grid",-4.86035,-1.01256,-0.32,-0,-1.66782,-26.3032,-7.35439,0.581742,-0.0233965,-45.2782,-33.6576,1.83677
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,"154059",612,Done,1.84,-2.61196,"5edu_chain-A_Grid",-4.09626,-1.80127,-0.12316,-0,-1.05428,-29.5251,-1.50552,0.584631,-0.000100835,-38.4,-31.0306,0.951312
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,"137278711",613,Done,4.03,-3.12883,"5edu_chain-A_Grid",-3.18443,-0.699999,-0.0591734,-0,-0.0625131,-33.8002,-6.0252,0.250614,-0.0195646,-42.9997,-39.8254,7.14585
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c([O-])cccc4F)c(F)cc23)[C@@H](C)C1,"137278711",614,Done,3.88,-2.32965,"5edu_chain-A_Grid",-3.75965,-1.03439,-0.185578,-0,-0.0296217,-37.9244,-4.85036,0.252787,-0.139073,-50.1454,-42.7748,1.10311
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(N[C@H](C)CCC[NH3+])c2n1,"115358",619,Done,6.79,-5.47723,"5edu_chain-A_Grid",-5.47783,-1.71104,-0.521081,-0,-0.451724,-31.4895,-9.20091,0.560618,-0.4,-54.0885,-40.6904,11.5909
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(N[C@@H](C)CCC[NH3+])c2n1,"115358",620,Done,6.66,-4.254,"5edu_chain-A_Grid",-4.2546,-1.05015,-0.2,-0,-1.25192,-28.3965,-5.28882,0.560618,-0.1,-43.0341,-33.6853,7.84449
CC(C)[NH+]1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"480953",622,Done,4.92,-3.84203,"5edu_chain-A_Grid",-4.07923,-1.19169,-0.494402,-0,-0.216526,-29.4298,-7.23792,0.507492,-0.126929,-45.3582,-36.6677,7.13824
